Exposure,Power,DriverAge,Fuel_type,Density,Sex,Sinistre
1.0,44,26,0,13928,1,0
0.08493150684931507,40,28,0,13928,1,0
1.0,25,28,0,13928,1,1
1.0,40,37,0,13928,1,0
1.0,48,29,0,13928,1,0
1.0,33,26,0,13928,1,0
0.3150684931506849,33,33,0,13928,1,0
0.4547945205479452,44,67,0,13928,0,0
0.024657534246575342,46,77,0,13928,0,0
1.0,50,22,1,13928,1,0
0.4328767123287671,51,66,1,13928,1,0
1.0,43,49,1,13928,1,1
1.0,45,35,0,13928,1,0
0.25205479452054796,43,66,1,13928,0,0
1.0,39,28,0,13928,1,0
1.0,43,57,1,13928,1,0
1.0,39,29,0,13928,1,0
1.0,55,71,0,13928,1,0
1.0,55,67,0,13928,1,1
1.0,43,39,0,13928,0,0
1.0,37,52,0,13928,0,0
0.673972602739726,44,48,0,13928,1,0
0.8383561643835616,36,26,0,13928,0,0
0.8438356164383561,43,40,0,13928,1,0
0.6219178082191781,43,35,0,13928,0,0
0.4575342465753425,37,24,0,13928,1,0
0.8602739726027397,33,55,0,13928,1,0
0.7671232876712328,54,32,0,13928,1,1
0.19452054794520549,43,66,1,13928,0,0
0.3643835616438356,37,25,0,13928,1,1
0.06027397260273973,32,40,0,13928,0,0
0.21643835616438356,32,51,0,13928,1,0
0.16164383561643836,39,34,0,13928,1,0
1.0,44,45,0,13928,0,0
1.0,43,35,1,13928,1,1
1.0,43,48,0,13928,0,0
1.0,29,44,0,13928,0,0
1.0,55,25,0,13928,1,0
0.6136986301369863,43,31,1,13928,0,1
1.0,37,73,0,13928,1,1
1.0,85,64,0,13928,1,0
0.13150684931506848,33,27,0,13928,1,0
1.0,36,33,0,13928,1,0
1.0,44,35,0,13928,1,0
0.9452054794520548,39,31,0,13928,0,0
1.0,32,23,0,13928,0,0
0.9972602739726028,43,27,0,13928,1,0
0.4273972602739726,32,25,0,13928,1,0
1.0,88,38,0,13928,0,0
1.0,110,44,0,13928,1,0
1.0,88,46,0,13928,0,0
0.7315068493150685,77,45,0,13928,1,0
0.30684931506849317,88,38,0,13928,1,0
1.0,75,66,0,13928,1,1
1.0,54,52,0,13928,1,0
0.9534246575342465,53,61,0,13928,0,0
1.0,54,53,0,13928,1,0
1.0,51,36,0,13928,0,0
1.0,43,48,0,13928,0,0
0.9232876712328767,54,46,0,13928,1,0
0.6547945205479452,50,24,0,13928,1,0
1.0,43,36,1,13928,1,0
1.0,54,40,0,13928,1,0
0.3726027397260274,66,42,1,13928,1,0
0.13150684931506848,65,35,0,13928,1,1
0.36164383561643837,43,45,0,13928,1,0
0.15616438356164383,39,30,1,13928,1,0
0.03561643835616438,43,30,1,13928,0,0
1.0,54,68,0,13928,0,0
1.0,43,61,1,13928,1,0
1.0,54,54,0,13928,1,0
1.0,39,51,1,13928,1,0
1.0,65,56,0,13928,1,0
1.0,51,83,0,13928,0,0
0.038356164383561646,54,68,0,13928,1,0
1.0,96,49,0,13928,1,0
1.0,65,41,0,13928,0,1
0.7232876712328767,58,27,0,13928,1,0
0.8904109589041096,58,52,0,13928,0,0
1.0,77,37,0,13928,1,0
1.0,65,32,0,13928,1,0
1.0,75,34,0,13928,1,0
0.9178082191780822,39,33,1,13928,1,0
1.0,66,49,1,13928,1,0
0.4054794520547945,48,77,1,13928,0,1
1.0,54,36,0,13928,1,1
0.5150684931506849,55,53,1,13928,1,0
1.0,66,38,1,13928,1,0
0.7698630136986301,55,55,0,13928,1,0
0.4,55,26,0,13928,1,0
0.1589041095890411,55,37,0,13928,1,0
0.6986301369863014,55,46,1,13928,1,1
1.0,48,54,1,13928,1,1
0.1863013698630137,54,49,0,13928,0,0
0.5041095890410959,66,52,0,13928,1,0
1.0,79,67,0,13928,1,1
0.06027397260273973,48,51,1,13928,1,0
1.0,66,30,0,13928,1,0
0.03561643835616438,48,71,1,13928,0,0
0.9205479452054794,49,36,1,13928,0,0
1.0,77,44,0,13928,0,0
1.0,65,30,1,13928,1,1
1.0,54,75,0,13928,1,0
0.9561643835616438,85,34,0,13928,1,1
0.6109589041095891,66,27,0,13928,1,0
1.0,110,40,0,13928,1,0
1.0,75,57,0,13928,1,0
1.0,63,30,0,13928,1,1
1.0,33,47,0,13928,0,0
1.0,78,67,0,13928,1,0
1.0,78,62,0,13928,1,0
0.7342465753424657,63,82,0,13928,1,0
1.0,66,59,0,13928,1,0
0.9808219178082191,44,43,0,13928,1,0
0.6136986301369863,66,33,0,13928,1,0
0.3041095890410959,66,42,0,13928,0,0
0.273972602739726,66,31,0,13928,1,0
0.15616438356164383,44,38,0,13928,0,0
1.0,66,65,0,13928,1,0
0.7479452054794521,66,50,0,13928,0,0
1.0,74,24,0,13928,0,1
1.0,63,30,0,13928,0,0
1.0,96,24,0,13928,1,1
1.0,47,36,0,13928,0,0
1.0,63,61,0,13928,0,0
0.3287671232876712,62,54,0,13928,1,0
1.0,47,43,0,13928,1,1
0.0027397260273972603,65,56,0,13928,1,0
1.0,63,38,0,13928,0,1
1.0,62,36,0,13928,1,0
1.0,52,77,0,13928,1,0
0.4273972602739726,47,48,0,13928,1,0
0.6958904109589041,47,35,0,13928,1,0
1.0,77,33,0,13928,1,0
1.0,44,32,0,13928,1,0
1.0,66,35,1,13928,1,0
1.0,77,47,0,13928,1,0
1.0,33,44,0,13928,1,0
1.0,65,41,0,13928,0,0
1.0,48,32,0,13928,1,0
1.0,44,42,1,13928,1,1
1.0,39,40,0,13928,0,0
1.0,32,77,0,13928,1,1
1.0,53,48,0,13928,0,0
1.0,50,48,0,13928,1,0
0.5068493150684932,50,41,0,13928,1,0
1.0,50,39,0,13928,1,0
1.0,54,41,0,13928,1,0
0.32602739726027397,65,34,0,13928,1,0
0.4684931506849315,55,26,0,13928,1,0
0.5178082191780822,50,55,0,13928,0,0
0.1726027397260274,50,28,0,13928,1,0
1.0,55,53,0,13928,1,0
1.0,65,45,0,13928,1,0
1.0,50,36,0,13928,0,0
1.0,64,29,0,13928,1,1
1.0,103,36,0,13928,0,0
0.2328767123287671,44,33,0,13928,1,0
1.0,50,77,0,13928,1,0
1.0,50,47,0,13928,0,0
1.0,54,30,0,13928,0,0
1.0,40,34,1,13928,1,0
1.0,44,30,0,13928,0,1
1.0,50,26,0,13928,0,1
0.7095890410958904,39,24,0,13928,1,0
0.1726027397260274,55,26,0,13928,1,0
1.0,81,73,0,13928,1,0
1.0,66,40,0,13928,1,1
0.336986301369863,55,43,1,13928,1,0
0.6767123287671233,109,69,0,13928,1,0
0.5506849315068493,77,42,0,13928,0,0
0.043835616438356165,47,53,1,13928,1,0
1.0,77,77,0,13928,1,0
0.9232876712328767,66,61,0,13928,1,0
1.0,59,51,0,13928,1,0
1.0,85,52,0,13928,1,1
1.0,81,48,0,13928,1,0
0.9068493150684932,47,44,1,13928,1,0
1.0,47,38,1,13928,1,0
1.0,59,33,0,13928,1,0
0.958904109589041,47,27,1,13928,1,1
0.0958904109589041,47,32,1,13928,1,0
1.0,138,57,0,13928,1,0
1.0,66,72,1,13928,1,0
1.0,53,40,1,13928,0,0
0.8383561643835616,115,64,0,13928,1,0
1.0,90,60,0,13928,1,0
1.0,90,53,0,13928,0,1
1.0,70,62,1,13928,1,0
0.589041095890411,55,50,1,13928,1,0
0.5260273972602739,77,48,0,13928,1,0
1.0,53,55,1,13928,0,0
1.0,55,52,1,13928,1,0
1.0,77,27,0,13928,1,1
1.0,100,30,0,13928,1,0
1.0,53,49,1,13928,0,0
1.0,66,28,1,13928,1,0
1.0,55,32,1,13928,1,0
0.8082191780821918,100,28,0,13928,0,0
1.0,83,33,0,13928,0,1
1.0,55,70,1,13928,0,0
1.0,55,62,1,13928,1,0
1.0,80,54,0,13928,1,0
1.0,80,68,0,13928,1,0
1.0,100,55,0,13928,0,0
1.0,55,57,1,13928,1,0
0.8410958904109589,83,68,1,13928,1,0
0.7123287671232876,90,56,0,13928,1,0
0.1863013698630137,44,33,1,13928,1,0
1.0,44,53,0,13928,1,0
1.0,100,50,0,13928,1,0
0.16164383561643836,66,43,1,13928,1,0
1.0,100,38,0,13928,1,0
1.0,66,74,1,13928,0,1
1.0,53,44,1,13928,1,0
0.16164383561643836,53,58,1,13928,1,1
1.0,90,46,0,13928,1,0
0.6356164383561644,53,22,1,13928,1,0
1.0,100,53,0,13928,1,0
1.0,83,31,1,13928,1,0
1.0,44,29,1,13928,1,0
1.0,69,74,0,13928,1,0
0.8301369863013699,93,66,1,13928,1,1
0.5095890410958904,60,53,1,13928,1,1
0.4986301369863014,110,45,0,13928,1,1
0.33972602739726027,73,35,1,13928,1,1
1.0,66,43,0,13928,1,1
1.0,90,28,0,13928,0,0
1.0,62,64,1,13928,1,1
1.0,60,45,1,13928,1,0
0.3287671232876712,60,36,1,13928,1,0
1.0,55,53,0,13928,1,0
1.0,40,57,0,13928,0,0
0.5205479452054794,44,44,1,13928,0,1
1.0,55,33,0,13928,1,0
0.5917808219178082,55,46,0,13928,0,1
0.8410958904109589,43,26,1,13928,1,0
0.8082191780821918,51,27,0,13928,1,0
1.0,69,57,0,13928,1,0
1.0,55,51,0,13928,1,0
0.4136986301369863,55,46,0,13928,0,0
1.0,55,65,0,13928,1,0
1.0,40,34,0,13928,0,1
0.08493150684931507,43,75,1,13928,1,0
1.0,55,34,1,13928,1,0
1.0,55,37,1,13928,1,0
1.0,55,24,0,13928,1,1
1.0,40,62,0,13928,1,0
0.33424657534246577,60,45,1,13928,1,0
0.11232876712328767,55,39,0,13928,1,0
1.0,44,25,1,13928,1,0
1.0,55,45,0,13928,0,0
1.0,60,37,0,13928,0,0
0.22465753424657534,40,66,1,13928,1,0
1.0,64,54,0,13928,1,0
0.8273972602739726,64,56,0,13928,0,0
0.8383561643835616,75,67,0,13928,1,0
1.0,64,54,0,13928,1,0
1.0,40,45,1,13928,1,0
1.0,70,71,0,13928,0,0
1.0,44,30,0,13928,0,0
0.7424657534246575,44,59,0,13928,1,0
0.7013698630136986,44,35,0,13928,1,0
0.2602739726027397,44,32,0,13928,1,0
0.10410958904109589,44,34,0,13928,1,0
1.0,59,66,0,13928,1,0
1.0,64,61,0,13928,1,0
1.0,64,47,0,13928,1,0
1.0,59,36,0,13928,1,0
1.0,64,66,0,13928,1,0
1.0,64,54,0,13928,1,0
1.0,55,43,1,13928,0,0
1.0,44,45,0,13928,1,0
1.0,55,41,1,13928,1,0
1.0,62,71,0,13928,1,0
0.4712328767123288,40,27,1,13928,1,0
0.3589041095890411,37,41,0,13928,1,0
0.7287671232876712,65,87,0,13928,1,0
1.0,70,56,0,13928,0,0
1.0,75,44,0,13928,0,0
1.0,49,40,1,13928,0,1
1.0,64,55,0,13928,0,0
1.0,98,37,0,13928,1,0
1.0,55,74,0,13928,1,0
1.0,40,57,0,13928,0,0
1.0,40,33,0,13928,0,0
0.6410958904109589,37,53,0,13928,0,1
1.0,44,51,0,13928,1,1
0.5123287671232877,44,51,0,13928,0,0
0.09863013698630137,40,47,0,13928,0,0
1.0,40,48,0,13928,0,0
1.0,44,80,0,13928,0,0
1.0,44,34,0,13928,1,1
1.0,44,56,0,13928,0,0
1.0,37,34,0,13928,0,0
1.0,40,54,0,13928,0,0
1.0,40,32,0,13928,0,1
1.0,40,58,0,13928,0,0
1.0,44,59,0,13928,0,0
1.0,40,45,0,13928,0,0
1.0,55,25,0,13928,0,0
1.0,37,42,0,13928,0,0
0.9808219178082191,40,36,0,13928,1,1
1.0,40,32,0,13928,0,0
1.0,43,38,1,13928,1,1
0.8054794520547945,66,33,0,13928,1,1
1.0,60,57,0,13928,1,0
0.6465753424657534,66,35,0,13928,0,0
1.0,75,67,0,13928,1,1
0.9232876712328767,110,54,0,13928,1,1
0.06575342465753424,66,47,1,13928,1,0
1.0,75,49,0,13928,1,0
0.31232876712328766,66,69,0,13928,1,0
1.0,55,72,1,13928,1,0
1.0,62,74,0,13928,1,0
1.0,75,44,0,13928,1,0
0.1863013698630137,73,58,0,13928,0,0
1.0,55,43,1,13928,1,0
1.0,85,49,0,13928,1,1
1.0,60,47,0,13928,1,1
1.0,40,38,1,13928,1,0
1.0,66,68,0,13928,1,0
1.0,85,45,0,13928,1,0
0.4684931506849315,66,67,0,13928,0,0
0.08493150684931507,85,55,0,13928,1,0
0.5835616438356165,66,27,0,13928,1,0
0.40821917808219177,60,59,0,13928,1,0
0.3452054794520548,40,34,1,13928,1,0
1.0,55,57,0,13928,1,0
1.0,55,60,0,13928,1,0
1.0,42,36,1,13928,1,0
1.0,60,27,0,13928,0,0
1.0,55,49,0,13928,0,0
1.0,40,48,1,13928,0,0
1.0,60,78,0,13928,1,0
0.33972602739726027,55,47,0,13928,0,0
0.09863013698630137,40,41,1,13928,1,0
1.0,66,69,0,13928,1,0
0.9753424657534246,110,53,0,13928,0,0
1.0,37,51,1,13928,0,0
1.0,33,54,0,13928,0,0
1.0,33,32,0,13928,0,0
1.0,33,49,0,13928,0,0
1.0,33,26,0,13928,1,0
1.0,33,27,0,13928,1,1
1.0,44,45,0,13928,1,1
1.0,33,56,0,13928,1,1
1.0,37,38,1,13928,1,0
1.0,33,28,0,13928,0,0
1.0,33,27,0,13928,1,0
1.0,33,49,0,13928,0,0
0.6136986301369863,33,26,0,13928,1,0
0.5424657534246575,41,41,0,13928,0,0
0.5561643835616439,51,34,0,13928,1,0
0.07123287671232877,33,49,0,13928,0,0
1.0,33,66,0,13928,0,0
1.0,40,70,0,13928,1,0
1.0,33,37,0,13928,1,0
0.547945205479452,33,59,0,13928,0,0
1.0,37,31,1,13928,1,0
0.915068493150685,33,31,0,13928,0,0
1.0,37,38,1,13928,1,0
1.0,33,42,0,13928,0,0
0.2958904109589041,51,34,0,13928,1,0
1.0,33,29,0,13928,0,1
1.0,33,66,0,13928,1,0
0.7589041095890411,33,33,0,13928,1,0
0.8438356164383561,33,24,0,13928,0,0
0.0958904109589041,44,25,0,13928,0,0
0.7780821917808219,40,39,1,13928,1,0
0.4657534246575342,55,41,0,13928,1,1
0.7534246575342466,55,32,0,13928,1,0
1.0,42,39,1,13928,1,0
1.0,42,62,1,13928,1,0
1.0,42,59,1,13928,1,0
0.4767123287671233,55,69,0,13928,1,0
1.0,44,48,0,13928,0,1
1.0,44,37,0,13928,0,0
1.0,60,58,1,13928,1,0
1.0,44,32,0,13928,0,0
1.0,74,30,0,13928,1,0
0.3232876712328767,40,42,1,13928,1,0
0.915068493150685,44,33,0,13928,0,0
0.4191780821917808,44,50,0,13928,0,0
0.589041095890411,40,35,1,13928,1,0
0.6136986301369863,55,35,0,13928,0,0
0.4767123287671233,44,67,0,13928,1,0
0.7178082191780822,60,64,0,13928,0,1
0.5452054794520548,44,61,0,13928,1,0
0.17534246575342466,60,35,1,13928,1,0
0.057534246575342465,44,34,0,13928,1,0
1.0,60,70,1,13928,1,1
1.0,55,68,0,13928,1,0
0.7342465753424657,40,64,0,13928,1,1
1.0,40,59,1,13928,1,0
1.0,55,42,0,13928,0,0
1.0,66,74,0,13928,1,0
1.0,60,43,0,13928,1,0
1.0,74,39,0,13928,1,1
0.3561643835616438,40,49,0,13928,1,0
1.0,40,43,1,13928,1,0
1.0,40,30,1,13928,1,0
1.0,55,24,0,13928,1,0
1.0,60,25,0,13928,0,0
1.0,40,31,1,13928,1,0
1.0,110,22,0,13928,1,0
1.0,55,36,0,13928,1,0
1.0,40,27,1,13928,1,0
1.0,55,49,0,13928,1,0
0.3150684931506849,39,29,0,13928,1,0
1.0,44,29,0,13928,0,0
0.17534246575342466,44,30,0,13928,1,0
1.0,66,51,0,13928,0,0
1.0,85,40,0,13928,1,0
1.0,54,38,1,13928,1,0
1.0,85,43,0,13928,0,0
1.0,54,72,1,13928,1,0
1.0,55,40,0,13928,1,0
1.0,86,55,0,13928,1,1
1.0,54,47,1,13928,1,0
1.0,90,41,0,13928,1,1
1.0,60,34,1,13928,1,0
1.0,84,36,0,13928,1,0
1.0,79,49,0,13928,1,0
1.0,60,38,1,13928,1,1
1.0,54,59,0,13928,1,0
1.0,108,51,0,13928,1,0
1.0,37,33,0,13928,1,0
1.0,65,74,0,13928,1,0
1.0,37,45,0,13928,1,0
1.0,37,29,0,13928,0,1
1.0,44,48,0,13928,1,0
0.8849315068493151,44,27,0,13928,0,0
1.0,55,36,0,13928,1,1
1.0,65,68,0,13928,1,0
1.0,33,35,0,13928,0,0
1.0,44,47,1,13928,0,0
1.0,51,30,0,13928,0,0
1.0,33,32,0,13928,1,0
0.7835616438356164,65,48,0,13928,0,0
1.0,33,51,0,13928,1,0
0.27123287671232876,44,53,0,13928,0,0
0.6876712328767123,62,39,0,13928,1,1
1.0,37,54,0,13928,0,0
0.27123287671232876,33,36,0,13928,1,1
0.5643835616438356,58,49,0,13928,1,0
1.0,58,67,0,13928,0,0
1.0,58,57,0,13928,1,0
1.0,44,67,0,13928,1,0
1.0,44,65,0,13928,1,0
1.0,44,37,0,13928,1,0
0.6465753424657534,44,30,0,13928,0,0
1.0,51,45,0,13928,1,0
1.0,47,30,0,13928,0,1
0.8328767123287671,33,22,0,13928,1,0
0.9260273972602739,83,24,0,13928,1,1
0.00821917808219178,44,26,1,13928,1,0
0.9397260273972603,44,32,0,13928,0,0
0.13972602739726028,68,46,1,13928,1,0
1.0,55,30,0,13928,1,1
0.5342465753424658,68,43,1,13928,1,0
0.6657534246575343,48,38,0,13928,1,0
0.7342465753424657,47,34,1,13928,1,1
1.0,68,34,1,13928,0,0
1.0,65,56,0,13928,0,0
0.3287671232876712,94,29,0,13928,1,1
1.0,55,50,0,13928,1,0
1.0,66,31,1,13928,1,1
0.8958904109589041,80,66,1,13928,1,0
1.0,65,49,0,13928,1,0
1.0,81,70,0,13928,1,0
1.0,65,48,0,13928,1,0
0.38082191780821917,66,35,1,13928,1,1
1.0,68,67,0,13928,1,1
1.0,81,48,0,13928,1,0
1.0,77,60,0,13928,1,1
0.8328767123287671,34,47,0,13928,0,0
0.8821917808219178,44,28,1,13928,1,1
1.0,68,27,0,13928,1,0
0.8027397260273973,51,28,1,13928,1,1
0.5452054794520548,51,35,1,13928,1,0
1.0,69,73,0,13928,1,0
1.0,46,52,0,13928,1,0
1.0,65,45,1,13928,1,0
0.5589041095890411,87,38,0,13928,1,0
0.16164383561643836,80,42,0,13928,1,0
0.0821917808219178,74,38,0,13928,1,0
1.0,76,63,0,13928,0,1
1.0,24,36,0,13928,1,0
1.0,76,39,1,13928,1,0
0.273972602739726,40,35,0,13928,1,0
1.0,30,51,0,13928,0,0
1.0,49,38,0,13928,1,0
1.0,87,44,0,13928,1,0
1.0,40,32,1,13928,1,0
0.40273972602739727,55,30,0,13928,1,0
1.0,57,48,0,13928,1,1
0.6547945205479452,43,52,0,13928,0,0
1.0,43,28,0,13928,1,1
1.0,57,57,0,13928,1,0
1.0,40,38,0,13928,0,1
1.0,34,31,0,13928,1,0
1.0,40,35,0,13928,0,0
0.10410958904109589,49,49,0,13928,1,0
1.0,57,53,0,13928,1,1
1.0,21,39,0,13928,1,0
1.0,35,35,0,13928,0,0
1.0,40,36,0,13928,1,0
1.0,43,73,0,13928,1,0
1.0,25,33,0,13928,0,0
0.6493150684931507,40,29,0,13928,1,0
1.0,43,50,0,13928,1,0
1.0,43,30,0,13928,1,0
1.0,35,61,0,13928,0,0
0.7835616438356164,43,47,0,13928,1,0
0.8328767123287671,65,53,0,13928,0,0
0.3698630136986301,34,40,0,13928,1,0
0.3232876712328767,34,66,0,13928,1,1
0.4904109589041096,47,37,1,13928,1,1
0.11506849315068493,57,46,0,13928,0,0
0.6958904109589041,43,29,0,13928,1,0
0.11506849315068493,43,43,0,13928,1,0
0.4575342465753425,25,29,0,13928,0,0
0.1506849315068493,43,47,0,13928,1,0
0.07397260273972603,35,32,0,13928,0,0
1.0,53,46,0,13928,0,0
0.3150684931506849,65,38,0,13928,0,0
1.0,43,43,0,13928,0,0
1.0,43,34,0,13928,0,0
